id,session_id,session_name,title,authors,abstract
190,10,Drug Supply Chains and Shortages,Offshore Manufacturing of Innovative Drugs: Evidence from U.S. Pharmaceutical Firms’ Reliance on Specialized Drug Manufacturers,Minji Lee (Cornell University); Sungyong Chang (Cornell University),"Pharmaceutical manufacturing often separates drug development from large-scale production through contract development and manufacturing organizations (CDMOs). Over the past two decades, United States pharmaceutical firms have increasingly relied on offshore CDMOs, drawing sustained attention from patients, regulators, and the media due to concerns over drug supply security. We argue that entrepreneurial pharmaceutical firms are more likely than established firms to rely on offshore CDMOs. Entrepreneurial firms typically lack the financial and manufacturing resources needed for in-house production. Although external partnerships can alleviate these constraints, collaborations with established firms expose entrepreneurial firms to heightened risks of knowledge appropriation. Consequently, entrepreneurial firms turn to specialized third-party manufacturers, particularly CDMOs. Because manufacturing experience for pharmaceutical products is unevenly distributed across locations, with a substantial share accumulated by CDMOs located outside the U.S., this reliance often takes the form of offshore contracting rather than partnerships with domestic manufacturers. This reliance intensifies when entrepreneurial firms develop first-mover products. We define first-mover products as first-in-class drugs that introduce a new mechanism of action, thereby giving rise to a new therapeutic class. Developing such drugs requires scaling production processes under heightened regulatory scrutiny and limited prior manufacturing precedent, further increasing reliance on offshore CDMOs. Using a 2025 cross-sectional sample of U.S. pharmaceutical manufacturing contracts, we find results consistent with our arguments. These findings suggest that pharmaceuticals particularly important for patients—those developed by entrepreneurial firms and involving first-in-class drugs—are disproportionately manufactured offshore, revealing a source of vulnerability in the U.S. pharmaceutical supply chain."
39,11,Healthcare Data and Analytics,Data Privacy Regulation and Innovation,Sukhun Kang (UC Santa Barbara); Jennifer Kao (UCLA),"We investigate how data privacy regulations shape research and development. While such regulations aim to increase stakeholder privacy and data security, they can also introduce costs in settings where collecting, analyzing, and sharing sensitive data is central to innovation. We examine this tension in the context of the pharmaceutical industry and the European Union's (EU) General Data Protection Regulation (GDPR), the most comprehensive data privacy regulation to date. Leveraging firm-level variation in exposure to the GDPR, we find that the regulation lowers clinical trials by 18 percent. Firms also shift the types of projects they pursue: trials are less likely to include sites in the EU, be conducted across multiple countries, and target a narrower set of diseases. Research collaborations decline overall and shift away from new partners towards established relationships. When looking at project outcomes, we observe that trials take longer to complete, are less likely to succeed, and report results with greater delay. The decline in clinical trial activity is greatest among young firms. These findings reveal how data privacy regulations shape not only the rate of innovation, but also the process by which it is pursued and its outcomes."
114,11,Healthcare Data and Analytics,Life cycle assessment of risk‑stratified breast cancer screening: a pathway‑based systems analysis,Weijie Pan (Dartmouth College); Cassandra Thiel (New York University); Geoffrey Parker (Dartmouth College); Elizabeth Murnane (Dartmouth College); Katie Lichter (Dartmouth College),"The healthcare sector is a significant contributor to greenhouse-gas (GHG) emissions, with radiology-intensive oncology services accounting for a substantial and growing share due to high energy demand, resource-intensive equipment, and medical-waste generation. Among oncology services, breast cancer screening and diagnostic care represents one of the most radiology-dependent clinical pathways in routine healthcare, yet the environmental impacts of this coordinated sequence of services have not been comprehensively assessed from a life-cycle perspective. Existing life-cycle assessments (LCAs) of breast cancer screening have largely focused on individual imaging modalities or isolated procedures, failing to capture the conditional, sequential, and organizational nature of real-world screening–diagnostic workflows and their dependence on patient-specific risk stratification decisions. In this study, we conduct a pathway-based life-cycle assessment of hypothetical risk-stratified pathways informed by current research for breast cancer screening and diagnostic care. The sequence of screening, recall, diagnostic imaging, biopsy, and pathology procedures is modelled for patients stratified into clinically defined low-, average-, elevated-, and high-risk groups, each associated with different expected volumes and intensities of imaging and diagnostic procedures. The results show that risk-stratified screening pathways are associated with an approximately 30% reduction in GHG emissions compared with conventional population-based screening models. Emissions are primarily driven by routine screening and downstream diagnostic procedures, highlighting the environmental benefits of risk-based screening strategies. Methodologically, this study advances healthcare LCA by shifting the analytical focus from individual technologies to entire clinical care pathways, and demonstrates how integrating clinically defined risk stratification can reorganize service delivery to reduce environmental impacts while maintaining clinical validity."
150,11,Healthcare Data and Analytics,Appointment Reliability in Primary Care: Evidence from Adults With ADHD in Epic Scheduling Data,Christopher Kwaramba (Virginia Commonwealth University); Jeffrey Shockley (Virginia Commonwealth University); Shannon Harris (Virginia Commonwealth University); Jeffrey Smith (Virginia Commonwealth University); Kishu Chaudry (Virginia Tech School of Medicine),"Missed outpatient primary care appointments reduce access and disrupt clinic schedules, yet the drivers of cancellations and no shows remain incompletely understood in large health systems. This study examines whether adults with attention deficit hyperactivity disorder (ADHD) exhibit different appointment completion patterns than adults without ADHD in internal medicine and family medicine clinics and quantifies the implications for appointment reliability. Using Epic scheduling data, we construct an appointment level panel including all scheduled primary care appointments during calendar year 2024, regardless of final status (completed, canceled, or no show). ADHD status is defined at the patient level using diagnosis history recorded anywhere in the health system, reducing misclassification that can occur when ADHD is identified only from visit level coding. The primary outcomes are cancellation probability, no show probability, and timing of cancellations relative to the scheduled appointment time. Secondary outcomes include rescheduling frequency and time to next completed primary care visit following a missed appointment. We estimate adjusted differences between ADHD and non ADHD patients using regression models with clinic and provider fixed effects and controls for demographics, payer class, and comorbidity indicators. To strengthen causal interpretation, we exploit within clinic variation over time and conduct sensitivity analyses using alternative ADHD definitions, including problem list based identification and medication evidence. The study contributes to operations management research by providing a scalable measurement approach for appointment reliability using electronic health record scheduling traces and by clarifying whether a clinically identifiable patient segment is associated with systematically different patterns of cancellations and no shows. Findings can inform targeted scheduling and outreach strategies aimed at improving access and continuity in primary care."
124,12,Healthcare Operations and Capacity,Reach Out and Heal a Heart: Tele-ICU and Low Virtualization Care Processes,Deepika Gopukumar (Saint Louis University ); Nirup Menon (George Mason University); Sidhartha Das (George Mason University); Amitava Dutta (George Mason University),"Telehealth offers significant potential to improve healthcare delivery, but its benefits are context-driven. It shows clear advantages in consumer-facing, high-virtualization settings and uncertain impacts in high-stakes, tightly coupled processes like Intensive Care Unit (ICU) care. Prior IS research has examined high-virtualization telehealth, such as mental
health. In these settings, patients are active agents, and self-efficacy drives outcomes. Far less attention was given in the ICU context, where continuous monitoring, rapid decision-making, and coordination are critical.
In this paper, we examine tele-ICU, a telehealth technology designed to support ICU care. We use acute myocardial infarction (AMI) as a context to study a low-virtualizable care process. The AMI care process mostly begins with ICUs and requires rapid monitoring, coordination, and reliance on specialized staff. AMI care contributes significantly to hospital readmissions, targeted under the Medicare Hospital Readmission Reduction Program, underscoring their importance. The shortage of cardiac care staff has increased interest in tele-ICU, which can extend expertise across hospitals. However, the comprehensive role of intensivists in the ICU may also affect the impact of tele-ICUs. These countervailing forces motivate our investigation.
Drawing on process virtualization theory and the sociotechnical systems perspective, we develop hypotheses about the direct and interaction effects of tele-ICU, health information interchange, and closed-model cardiac intensivist use on AMI outcomes. Using panel data and a control function approach, we find no direct effects of tele-ICU. We find strong
complementarity between tele-ICU and health information interchange, and separately, between tele-ICU and intensivist staffing. Effects vary by organizational level—hospital, joint-venture, or system—highlighting ICU coordination challenges. 
Our study contributes theoretically by extending process virtualization theory with a sociotechnical perspective to low-virtualization care processes. It helps guide hospital administrators on when tele-ICU can improve the ICU care process. It contributes policy-wise by informing telehealth investment, integration, and post-pandemic efforts to enhance complex care.
"
125,12,Healthcare Operations and Capacity,Type 2 Diabetes Screening under Capacity Constraints: A Health Care Systems Analysis,Ruopeng An (New York University); Zhixin Cao (University of Chicago); Zezheng Lin (University of Chicago); Fengqi Zhang (National University of Singapore); Yuhao Wang (University of Chicago),"In the United States, type 2 diabetes and prediabetes affect a large and growing share of the adult population, yet a substantial proportion of high-risk individuals remain undiagnosed. In practice, diabetes screening operates not merely as a clinical decision, but as an institutionalized gatekeeping mechanism shaped by clinical guidelines, payment incentives, and care delivery workflows. BMI-based thresholds have become the dominant criterion for determining screening eligibility, embedding a simple and scalable rule into routine practice. However, in a post-pandemic environment characterized by persistent primary care workforce shortages, constrained screening capacity, and increasing heterogeneity in population risk profiles, reliance on legacy screening rules raises important system-level and policy questions.

When screening criteria are institutionalized as gateways to preventive care, their design influences not only clinical efficiency but also the perceived fairness and social legitimacy of health care systems. Persistent misalignment between formal screening thresholds and underlying risk distributions may allow unmet health needs to accumulate outside the system, potentially generating sustained policy pressure on medical and insurance institutions. These concerns are particularly salient for individuals who do not meet conventional obesity criteria but nonetheless face elevated metabolic risk, highlighting the need to reassess how screening opportunities are prioritized under resource constraints.

This study conceptualizes type 2 diabetes screening as a capacity-constrained health care system decision problem rather than solely a predictive task. Using nationally representative survey data from the United States, the analysis compares traditional BMI-based screening rules with an alternative risk-based prioritization approach derived from explainable risk stratification models using non-laboratory variables. Methodologically, the study applies explainable risk-based models to evaluate the system-level performance and missed-case distributions of alternative screening rules under fixed screening capacity constraints. By holding the overall proportion of individuals screened constant, the analysis mirrors real-world limitations faced by health systems and payers, allowing a direct comparison of how different rules allocate limited screening resources across populations.

The study focuses on detection efficiency, patterns of under-detection, and subgroup differences, with particular attention to normal-weight adults and demographic heterogeneity. Rather than presupposing superiority of any single approach, the analysis evaluates whether risk-ranked screening strategies offer potential advantages in aligning screening decisions with population risk under uncertainty.

Overall, this study aims to provide a policy-relevant analytical framework and empirical evidence base to support reassessment and potential updating of U.S. type 2 diabetes screening guidelines. More broadly, it illustrates how screening rule design functions as a system-level policy choice with implications for efficiency, equity, and institutional credibility in capacity-constrained health care systems."
137,12,Healthcare Operations and Capacity,Reformulation and Algorithmic Framework for Fractional Queueing-Based Optimization Problems,Nguyen Nam (George Washington University); Miguel Lejeune (George Washington University),"We develop a comprehensive framework for modeling, reformulating, and solving network design queueing-based optimization problems. The network consists of a series of interdependent queueing systems with variable number of servers and endogenous service time and arrival rate, and aims at responding promptly to time-sensitive demand. Defining the number of servers deployed at a facility as a decision variable significantly increases the complexity of the problem formulation. The resulting model is a fractional nonlinear integer problem that includes factorial, polynomial, and exponential terms, as well as summations where the term count is a decision variable. The MILP reformulation framework encompasses five main steps and is general enough to be applied to the main queueing systems, such as M/M/K, M/G/K, G/M/K, and G/G/K. Specifically, we introduce new quasi-multilinearization and multilinearization processes for high-degree polynomials and develop novel analytical methods providing closed-form formulae to calculate the coefficients of multilinear monomials. We devise a branch-and-cut algorithm, solving at each node. an outer approximation of the MILP problem which is gradually tightened through the dynamic introduction of lazy constraints and valid inequalities. 
Notably, we derive a new family of nested valid inequalities and demonstrate their computational effectiveness.  To test our approach, we consider the problem of designing a responsive network for medical emergencies (cardiac arrests, opioid overdoes). The objective is to minimize the average response time to urgent demands and to increase the chance of survival of patients, while deciding the location of facilities, and the deployment and assignment of emergency vehicles. Numerical tests on real data show the applicability of the reformulation and algorithmic framework."
140,12,Healthcare Operations and Capacity,Stochastic Pandemic Mitigation Model: Ensuring ICU Access Without Overburdening Society,Janne Kettunen (The George Washington University); Miguel Lejeune (The George Washington University),"Key objectives for policymakers deciding on pandemic mitigation include safeguarding the healthcare system by ensuring reliable access to ICUs for patients, while simultaneously limiting mitigation measures to avoid overburdening society. These goals are pursued under uncertainty in the illness's transmission rate. We propose a multi-period mixed-integer nonlinear chance-constrained stochastic programming framework that addresses these requirements. We capture the pandemic dynamics through a compartmental epidemic model. We design a solution method that features the (i) deterministic and equivalent reformulation of the nonlinear chance constraint using a Boolean method, (ii) quadratization of the set of nonconvex constraints via linearization techniques for polynomial terms and exponential functions with integer arguments, (iii) construction of the envelope of bilinear terms defined on a specific domain with a non-trivial upper bound on the product of two variables, and (iv) derivation of valid inequalities exploiting the problem's combinatorial structure. The proposed framework generalizes well to alternative mitigation functions and is applicable to nonconvex polynomial chance-constrained problems beyond epidemic mitigation. Our experiments with COVID-19 data confirm the computational efficiency and scalability of our approach, demonstrating that the solutions are stable, reliable and perform well out-of-sample, and robust even under uncertainties in other key model parameters. Our results show that it may be optimal to delay the onset of mitigation and that the optimal strategy can include periods of lenient mitigation in between. This research addresses a gap in the literature on nonconvex polynomial chance-constrained problems and introduces a new second-order cone formulation for the envelope of bilinear terms."
31,13,Pharmaceutical R&D Strategy,Tax Windfall or White Elephant? The Intensive-Margin Innovation Response of U.S. Pharmaceutical Firms to the 2017 Corporate Tax Reform,Antonio Trujillo (Johns Hopkins University); Yongzheng Liang (Johns Hopkins University); Manuel Hermosilla (University of Illinois Chicago); So Yeon Kang (Georgetown University); Jeromie Ballreich (Johns Hopkins University),"A central question for the U.S. medical innovation system is whether broad-based fiscal policies—rather than targeted “push” or “pull” instruments—meaningfully influence the rate and direction of biomedical innovation. Existing work largely evaluates interventions that explicitly condition on R&D activity or pharmaceutical outputs. Much less is known about whether untargeted corporate tax changes that shift after-tax cash flows alter firms’ innovation choices. This question matters for ongoing debates over whether broad tax cuts or more targeted incentives better stimulate socially valuable biomedical innovation.

We study the 2017 U.S. Tax Cuts and Jobs Act (TCJA), which reduced the federal corporate tax rate from 35% to 21% and produced sizable increases in after-tax cash flow for tax-paying corporations. Building on our prior work (Trujillo et al., 2025, under review), which documents no meaningful post-TCJA rise in aggregate pharmaceutical R&D spending among public firms, we examine whether firms nonetheless adjusted how they innovate across stages of the pipeline and along quality margins.

Our analysis shifts from aggregate inputs to upstream, midstream, and downstream outcomes at the firm-therapeutic area level. We study (i) patent applications and grants; (ii) clinical development intensity, including trial initiations and time to Phase III completion; (iii) regulatory approvals; and (iv) innovation quality, measured through forward citations to patents rooted in TCJA-era R&D. Together, these outcomes allow us to assess changes in both the rate and composition of innovation.

Our empirical strategy combines multiple quasi-experimental sources of variation in exposure to the TCJA. First, we estimate a U.S.-Europe difference-in-differences design for 2012—2024, with extensive pre-trend diagnostics. Second, within U.S. firms, we exploit heterogeneity in (i) pre-reform effective tax rates and tax liabilities; (ii) firm stage and profitability, distinguishing mature tax-paying firms from pre-commercial firms with little direct statutory exposure; (iii) internal liquidity and leverage; and (iv) U.S. revenue share and therapeutic-area composition. These dimensions help separate direct tax-liability channels from broader financing-environment effects.

We estimate event-study and distributed-lag models with high-dimensional fixed effects and interactions capturing heterogeneous tax-shock exposure. We further implement triple-difference specifications that compare high- versus low-exposure U.S. firms before and after the TCJA within therapeutic areas and global trends, mitigating concerns about macroeconomic confounders.

Preliminary results indicate limited but heterogeneous intensive-margin responses. Upstream, we observe modest, short-lived increases in patenting among mid-sized and large tax-paying firms with substantial liquidity gains; pre-commercial firms show no response. Midstream, we find modest acceleration in Phase III execution for firms with both large tax windfalls and high U.S. revenue exposure in shorter-cycle therapeutic areas. Downstream, we detect no robust changes in regulatory approvals or in innovation quality as captured by forward citation distributions.

Taken together with stable aggregate R&D expenditures, these results suggest that the TCJA—a broad, untargeted corporate tax cut—generated limited productivity gains for the U.S. medical innovation system. Effects are concentrated among incumbent, profitable firms and represent incremental acceleration rather than reallocation toward higher-value or longer-horizon projects. Our findings imply that broad fiscal windfalls are a relatively blunt instrument compared with more targeted innovation policies."
48,13,Pharmaceutical R&D Strategy,Mind the Gap in Drug Development: Understanding the Whitespace Between Clinical Trials,"Sukhun Kang (UC Santa Barbara); Sandra Barbosu (New York University, Tandon School of Engineering); Sungyong Chang (Cornell University, Johnson Graduate School of Management); Fan Ye (UC Santa Barbara)","Across innovation-intensive industries, R&D progress often unfolds through discrete stages separated by transition periods with strategic implications for portfolio management and organizational performance, yet remain understudied. In pharmaceutical R&D, these transitions take the form of intervals between clinical trials – termed “whitespace” – which have received limited attention from a firm-level strategy and R&D management perspective. This exploratory analysis uses the Citeline TrialTrove database to examine 4,288 sequential clinical trial transitions (Phase I–II & Phase II–III) from industry-sponsored programs spanning 2008-2022. Whitespace is defined as the duration (in days) between the primary completion of one trial and the initiation of the subsequent trial. We quantify whitespace durations and assess heterogeneity and trends by trial phase, firm type (big vs. emerging pharmaceutical companies), molecule type (small molecule vs. biologics), and therapeutic area. Median whitespace duration was 474 days. Whitespace increased by 14.2% from 2008–2012 to 2018–2022, with notably greater increases in Phase I–II transitions (28.7%). Big pharmaceutical companies experienced greater increases (Phase I–II: 35.9%; Phase II–III: 17.2%) compared to emerging firms. Oncology and neurology experienced especially large increases. Longer whitespace was associated with lower drug subsequent development success. Taken together, these findings suggest that whitespace represents a substantial, growing, and heterogeneous component of drug development timelines. Whitespace may reflect strategic choices related to portfolio prioritization, risk management, capability deployment, and organizational coordination. Framing whitespace as an integral phase of R&D highlights opportunities for firms to better manage development transitions and improve innovation efficiency."
169,13,Pharmaceutical R&D Strategy,Strategic Reserves: Shelved Innovation as a Real Option,Elisabeth Hofmeister (Max Planck Institute for Innovation and Competition),"How can firms mitigate risk in research and development? This paper investigates the role of shelved innovation - R&D projects suspended despite promising results - as a risk management tool in the pharmaceutical industry. I identify ‘shelved’ drug development projects, those suspended following positive trial results, using a novel dataset linking clinical trials to their disclosed results. Conceptually, shelved innovation represents a real option to the firm that can be strategically created and exercised. First, I investigate option creation and demonstrate that firms create shelved R&D projects through simultaneously investing in multiple competing projects. Second, I examine the conditions under which firms choose to exercise the option and restart a project. Using the exogenous nature of trial failures, I evaluate whether firms restart shelved projects following project failures in the same market. Results show that firms restart shelved projects in response to late-stage failures in Phase III clinical trials.  Further, I find that the decision to restart a shelved project is moderated by the presence of co-specialized complementary assets and the thickness of the market for technology, an alternative source of replacements for failed R&D projects. Lastly, I provide evidence on the performance implications of restarting shelved projects and find no signal of inferior performance, both in terms of transition and relabeling probabilities. These findings support the view that shelved innovation is not an arbitrary byproduct of the R&D process, but represents a real option to the firm that is employed to manage risk."
